E sigma std
14533.4 47.785 4.1827
14533.6 47.635 4.1769
14533.8 47.101 4.1565
14533.9 46.55 4.1353
14534.1 45.473 4.094
14534.3 44.135 4.0427
14534.6 42.317 3.973
14535 38.909 3.8424
14535.5 34.314 3.6662
14535.8 32.133 3.5826
14536 30.105 3.5048
14536.3 28.261 3.4341
14536.5 26.696 3.3741
14536.8 25.348 3.3224
14537 24.169 3.2772
14537.3 23.146 3.238
14537.5 22.265 3.2042
14537.7 21.459 3.1733
14538 20.692 3.1439
14538.3 20.056 3.1195
14538.6 19.525 3.0992
14539 18.946 3.077
14539.4 18.457 3.0582
14539.9 18.046 3.0425
14540.3 17.723 3.0301
14540.7 17.48 3.0208
14541.1 17.332 3.0151
14541.5 17.263 3.0124
14541.6 17.253 3.012
14542 17.283 3.0132
14542.3 17.384 3.0171
14542.8 17.61 3.0257
14543.2 17.927 3.0379
14544.1 18.721 3.0683
14544.5 18.976 3.0781
14544.9 19.099 3.0828
14545.1 19.117 3.0835
14545.4 19.056 3.0812
14545.7 18.889 3.0748
14546 18.647 3.0655
14546.4 18.229 3.0495
14546.9 17.633 3.0266
14547.6 16.609 2.9874
14548.1 16.077 2.967
14548.5 15.684 2.9519
14548.9 15.376 2.9401
14549.4 15.119 2.9302
14549.9 14.903 2.922
14550.7 14.717 2.9148
14551.7 14.553 2.9086
14553.1 14.39 2.9023
14554.7 14.307 2.8991
14556.5 14.246 2.8968
14560.9 13.899 2.8835
14565.6 13.621 2.8728
14567.2 13.582 2.8713
14568.6 13.638 2.8734
14570.1 13.732 2.877
14570.3 13.734 2.8771
14571.2 13.69 2.8754
14572.4 13.519 2.8689
14573.5 13.354 2.8625
14574.3 13.28 2.8597
14575.1 13.257 2.8589
14575.9 13.302 2.8606
14577.9 13.542 2.8698
14578.4 13.564 2.8706
14579.1 13.521 2.869
14579.9 13.39 2.8639
14581.6 13.029 2.8501
14582.4 12.904 2.8453
14583.8 12.787 2.8408
14589.8 12.434 2.8273
14592 12.243 2.82
14594.7 11.913 2.8073
14595.2 11.895 2.8066
14595.6 11.926 2.8078
14596 11.997 2.8105
14596.3 12.117 2.8152
14596.6 12.302 2.8222
14597 12.568 2.8324
14597.5 12.973 2.8479
14598.5 14.07 2.89
14598.9 14.417 2.9033
14599.3 14.613 2.9109
14599.6 14.716 2.9148
14599.9 14.752 2.9162
14600.1 14.731 2.9154
14600.5 14.615 2.9109
14600.9 14.415 2.9033
14601.7 13.867 2.8822
14602.2 13.5 2.8682
14602.8 13.163 2.8553
14603.4 12.927 2.8462
14604 12.772 2.8402
14604.6 12.683 2.8368
14605.8 12.628 2.8347
14606.9 12.571 2.8326
14607.7 12.458 2.8282
14609.4 12.098 2.8144
14609.9 12.051 2.8126
14610.4 12.076 2.8136
14610.7 12.144 2.8162
14611 12.277 2.8213
14611.3 12.443 2.8276
14611.7 12.717 2.8381
14612.9 13.712 2.8763
14613.3 13.987 2.8868
14613.6 14.13 2.8923
14613.9 14.202 2.8951
14614.1 14.215 2.8956
14614.5 14.173 2.8939
14614.9 14.032 2.8885
14615.3 13.776 2.8787
14616.6 12.893 2.8449
14617.2 12.553 2.8319
14617.8 12.32 2.8229
14618.3 12.147 2.8163
14619.1 11.946 2.8086
14620.5 11.712 2.7996
14624.2 11.157 2.7783
14626.1 10.836 2.766
14627.4 10.595 2.7568
14628.6 10.309 2.7458
14629.5 10.05 2.7359
14630.4 9.7377 2.7239
14631.1 9.4923 2.7145
14631.8 9.1612 2.7018
14632.7 8.7308 2.6853
14633 8.6 2.6803
14633.3 8.5051 2.6767
14633.5 8.4736 2.6754
14633.6 8.4734 2.6754
14633.8 8.4925 2.6762
14633.9 8.5405 2.678
14634.1 8.6233 2.6812
14634.2 8.7476 2.686
14634.3 8.8723 2.6907
14634.4 9.0273 2.6967
14634.5 9.2161 2.7039
14634.7 9.4416 2.7126
14634.8 9.708 2.7228
14634.9 10.018 2.7346
14635 10.389 2.7489
14635.1 10.847 2.7665
14635.2 11.372 2.7866
14635.4 11.967 2.8094
14635.5 12.636 2.835
14635.6 13.38 2.8636
14635.7 14.203 2.8951
14635.9 15.103 2.9296
14636 16.082 2.9672
14636.1 17.138 3.0076
14636.2 18.268 3.051
14636.4 19.633 3.1033
14636.5 21.169 3.1622
14636.7 23.338 3.2453
14637 26.579 3.3696
14637.5 32.493 3.5964
14637.8 35.304 3.7041
14638 37.392 3.7842
14638.2 39.192 3.8532
14638.4 40.62 3.908
14638.6 41.561 3.944
14638.8 42.337 3.9738
14638.9 42.678 3.9869
14639 42.988 3.9988
14639.2 43.035 4.0006
14639.3 42.899 3.9953
14639.5 42.526 3.981
14639.6 42.018 3.9616
14639.8 41.356 3.9362
14640 40.061 3.8865
14640.3 38.502 3.8268
14640.5 36.335 3.7437
14641.2 30.5 3.52
14641.6 27.957 3.4225
14641.8 25.994 3.3472
14642.1 24.505 3.2901
14642.3 23.111 3.2367
14642.5 21.945 3.192
14642.7 21.056 3.1579
14642.9 20.292 3.1286
14643.1 19.66 3.1044
14643.3 18.87 3.074
14643.6 18.252 3.0504
14643.8 17.724 3.0301
14644 17.303 3.014
14644.3 16.844 2.9964
14644.6 16.458 2.9816
14645 15.986 2.9635
14645.4 15.637 2.9501
14645.9 15.221 2.9341
14646.5 14.893 2.9216
14647.2 14.58 2.9096
14647.9 14.333 2.9001
14649.2 13.97 2.8862
14652.6 13.158 2.855
14653.9 12.903 2.8453
14655.1 12.752 2.8395
14656.2 12.695 2.8373
14657.6 12.737 2.8389
14658.2 12.755 2.8396
14659 12.718 2.8382
14659.7 12.613 2.8342
14661.5 12.169 2.8171
14662.3 12.051 2.8126
14663.2 11.997 2.8106
14664.6 11.959 2.8091
14665.4 11.87 2.8056
14666.3 11.692 2.7988
14668.1 11.268 2.7826
14669.2 11.064 2.7747
14670.1 10.956 2.7706
14670.9 10.909 2.7688
14671 10.908 2.7688
14671.5 10.922 2.7693
14671.9 10.969 2.7711
14672.5 11.1 2.7761
14673.2 11.315 2.7844
14673.8 11.527 2.7925
14674.3 11.639 2.7968
14674.7 11.677 2.7983
14675.1 11.645 2.797
14675.5 11.545 2.7932
14675.9 11.38 2.7869
14676.2 11.178 2.7791
14677.7 10.228 2.7427
14678.1 9.9701 2.7328
14678.7 9.6804 2.7217
14679.4 9.4481 2.7128
14680.3 9.1559 2.7016
14681.9 8.7171 2.6848
14683 8.4619 2.675
14684.6 8.1146 2.6617
14685 8.0021 2.6574
14685.4 7.8588 2.6519
14685.9 7.6805 2.645
14686.3 7.4701 2.637
14686.7 7.2433 2.6283
14687.1 6.9642 2.6176
14687.8 6.4729 2.5987
14688.4 6.0317 2.5818
14688.6 5.8312 2.5741
14688.9 5.6487 2.5671
14689.2 5.524 2.5624
14689.3 5.4475 2.5594
14689.5 5.3868 2.5571
14689.7 5.3458 2.5555
14689.8 5.3309 2.555
14689.8 5.3294 2.5549
14689.9 5.3364 2.5552
14690.1 5.3631 2.5562
14690.2 5.3953 2.5574
14690.3 5.4573 2.5598
14690.4 5.5185 2.5621
14690.5 5.6115 2.5657
14690.6 5.7284 2.5702
14690.7 5.8646 2.5754
14690.8 6.023 2.5815
14690.8 6.173 2.5872
14690.9 6.3473 2.5939
14691 6.5437 2.6015
14691.1 6.795 2.6111
14691.2 7.048 2.6208
14691.2 7.3243 2.6314
14691.3 7.6242 2.6429
14691.4 7.9537 2.6555
14691.5 8.3145 2.6693
14691.5 8.6844 2.6835
14691.6 9.0592 2.6979
14691.7 9.4619 2.7133
14691.8 9.8938 2.7299
14691.8 10.436 2.7507
14691.9 11.11 2.7765
14692 11.75 2.8011
14692.1 12.65 2.8356
14692.2 13.486 2.8676
14692.3 14.27 2.8977
14692.4 15.258 2.9356
14692.5 16.607 2.9873
14692.6 17.744 3.0309
14692.7 19.298 3.0905
14692.8 20.911 3.1523
14692.9 22.92 3.2293
14693.1 25.314 3.3211
14693.2 27.608 3.4091
14693.4 30.306 3.5125
14693.6 34.015 3.6547
14693.8 38.526 3.8277
14694.5 54.511 4.4406
14694.7 58.671 4.6001
14694.9 62.549 4.7488
14695.2 66.285 4.892
14695.3 68.742 4.9862
14695.5 71.28 5.0835
14695.7 73.04 5.151
14695.9 74.458 5.2054
14696.1 75.197 5.2337
14696.3 75.575 5.2482
14696.3 75.584 5.2485
14696.5 75.305 5.2378
14696.7 74.478 5.2061
14696.9 73.032 5.1507
14697.1 71.002 5.0728
14697.3 68.521 4.9777
14697.6 64.678 4.8304
14697.9 60.444 4.668
14698.5 51.225 4.3146
14698.8 47.346 4.1659
14699.1 43.717 4.0267
14699.3 41.189 3.9298
14699.5 38.847 3.84
14699.7 36.453 3.7482
14699.9 34.692 3.6807
14700.1 33.079 3.6189
14700.3 31.607 3.5624
14700.5 30.267 3.511
14700.6 29.049 3.4643
14700.8 27.943 3.4219
14701.1 26.472 3.3655
14701.4 25.194 3.3165
14701.7 24.081 3.2738
14701.9 23.102 3.2363
14702.2 22.235 3.2031
14702.6 21.216 3.164
14702.9 20.319 3.1296
14703.3 19.515 3.0988
14703.9 18.435 3.0574
14704.4 17.48 3.0207
14704.9 16.633 2.9883
14705.3 16.145 2.9696
14705.6 15.78 2.9556
14705.9 15.543 2.9465
14706.1 15.438 2.9425
14706.3 15.412 2.9415
14706.5 15.449 2.9429
14706.7 15.532 2.9461
14706.8 15.677 2.9516
14707 15.887 2.9597
14707.1 16.166 2.9704
14707.3 16.519 2.9839
14707.4 16.938 3
14707.6 17.433 3.0189
14707.8 18.17 3.0472
14708 19.058 3.0813
14708.2 20.051 3.1193
14708.4 21.34 3.1687
14708.6 23.016 3.233
14709.1 26.063 3.3499
14709.5 28.929 3.4597
14709.8 30.614 3.5243
14710 31.945 3.5754
14710.3 32.946 3.6138
14710.5 33.67 3.6415
14710.7 34.159 3.6603
14710.9 34.375 3.6685
14711 34.402 3.6696
14711.2 34.276 3.6647
14711.4 34.026 3.6552
14711.6 33.601 3.6389
14711.8 33.042 3.6174
14712.1 31.879 3.5728
14712.3 30.659 3.526
14713 27.147 3.3914
14713.4 25.694 3.3357
14713.7 24.365 3.2848
14714 23.31 3.2443
14714.2 22.381 3.2087
14714.5 21.455 3.1731
14714.9 20.688 3.1438
14715.2 20.006 3.1176
14715.5 19.525 3.0992
14715.9 18.982 3.0783
14716.3 18.581 3.063
14716.8 18.095 3.0444
14717.4 17.679 3.0284
14718 17.336 3.0152
14718.8 16.947 3.0003
14719.6 16.625 2.988
14720.4 16.409 2.9797
14721.2 16.261 2.974
14721.7 16.231 2.9729
14722.4 16.273 2.9745
14724 16.555 2.9853
14724.3 16.575 2.9861
14724.9 16.526 2.9842
14725.4 16.383 2.9787
14726 16.096 2.9677
14727.4 15.292 2.9369
14728.1 14.988 2.9252
14728.7 14.763 2.9166
14729.6 14.527 2.9075
14730.5 14.374 2.9017
14731.4 14.27 2.8977
14732.1 14.245 2.8967
14733.1 14.293 2.8986
14735 14.548 2.9083
14735.5 14.569 2.9091
14736.2 14.519 2.9072
14736.9 14.387 2.9022
14738.8 13.813 2.8802
14739.5 13.643 2.8737
14740.5 13.508 2.8685
14745.2 13.075 2.8519
14746.3 13.032 2.8502
14747.2 13.08 2.8521
14747.8 13.193 2.8564
14748.7 13.434 2.8656
14749.7 13.733 2.8771
14750.3 13.828 2.8807
14750.6 13.839 2.8812
14751.1 13.805 2.8799
14751.6 13.678 2.875
14752.3 13.424 2.8652
14753.7 12.829 2.8424
14754.3 12.608 2.834
14754.9 12.44 2.8275
14755.6 12.309 2.8225
14756.8 12.151 2.8164
14763.6 11.537 2.7929
14767.8 11.104 2.7763
14770.4 10.782 2.764
14772.4 10.499 2.7531
14774.3 10.167 2.7404
14775.6 9.9037 2.7303
14776.5 9.6867 2.722
14777.5 9.4347 2.7123
14778.3 9.1465 2.7012
14779.3 8.7869 2.6875
14780 8.4929 2.6762
14780.3 8.3945 2.6724
14780.6 8.3298 2.6699
14780.8 8.3169 2.6694
14781 8.3418 2.6704
14781.2 8.4051 2.6728
14781.4 8.5154 2.6771
14781.5 8.6199 2.6811
14781.6 8.747 2.6859
14781.8 8.8963 2.6917
14781.9 9.0747 2.6985
14782 9.2845 2.7065
14782.1 9.5282 2.7159
14782.2 9.8078 2.7266
14782.3 10.125 2.7388
14782.5 10.483 2.7525
14782.6 10.839 2.7661
14782.7 11.364 2.7863
14782.8 11.952 2.8088
14783 12.601 2.8337
14783.1 13.311 2.8609
14783.3 14.08 2.8904
14783.4 15.075 2.9286
14783.6 16.143 2.9695
14783.8 17.448 3.0195
14784.1 19.92 3.1143
14784.6 23.372 3.2467
14784.8 25.155 3.315
14785.1 26.495 3.3664
14785.3 27.522 3.4058
14785.5 28.422 3.4403
14785.6 28.923 3.4595
14785.8 29.349 3.4758
14785.9 29.65 3.4874
14786.1 29.802 3.4932
14786.2 29.823 3.494
14786.4 29.723 3.4902
14786.6 29.402 3.4779
14786.7 28.955 3.4607
14786.9 28.33 3.4368
14787.1 27.524 3.4059
14787.4 26.361 3.3613
14787.8 24.298 3.2822
14788.3 21.566 3.1774
14788.6 20.132 3.1224
14788.8 18.989 3.0786
14789.1 17.958 3.0391
14789.3 17.046 3.0041
14789.6 16.253 2.9737
14789.8 15.572 2.9476
14790.1 14.991 2.9253
14790.3 14.503 2.9066
14790.6 14.048 2.8892
14790.9 13.648 2.8738
14791.2 13.285 2.8599
14791.7 12.872 2.8441
14792.4 12.362 2.8245
14793.4 11.662 2.7977
14794.3 11.142 2.7777
14795.1 10.749 2.7627
14795.7 10.464 2.7518
14796.2 10.295 2.7453
14796.7 10.176 2.7407
14797.2 10.119 2.7385
14797.4 10.115 2.7384
14797.7 10.13 2.739
14798.3 10.218 2.7423
14799.5 10.466 2.7518
14800 10.522 2.754
14800.2 10.527 2.7542
14800.7 10.501 2.7532
14801.1 10.439 2.7508
14801.6 10.327 2.7465
14802.3 10.138 2.7392
14802.9 9.9093 2.7305
14803.5 9.6367 2.72
14804 9.3269 2.7082
14804.5 8.9795 2.6948
14805.6 8.2216 2.6658
14806.3 7.7636 2.6482
14806.8 7.4521 2.6363
14807.3 7.1906 2.6263
14808.2 6.7332 2.6087
14809.6 6.0255 2.5816
14810.4 5.6574 2.5675
14811.9 4.8529 2.5366
14812.2 4.6955 2.5306
14812.5 4.5646 2.5256
14812.7 4.4715 2.522
14812.9 4.4086 2.5196
14813 4.3699 2.5181
14813.2 4.3486 2.5173
14813.3 4.3407 2.517
14813.3 4.3404 2.517
14813.4 4.3479 2.5173
14813.6 4.3674 2.518
14813.6 4.3932 2.519
14813.7 4.4288 2.5204
14813.8 4.4753 2.5222
14813.9 4.5339 2.5244
14814 4.6056 2.5271
14814.1 4.6917 2.5304
14814.2 4.7936 2.5344
14814.3 4.9124 2.5389
14814.3 5.0371 2.5437
14814.4 5.1782 2.5491
14814.5 5.3369 2.5552
14814.6 5.5144 2.562
14814.7 5.7121 2.5696
14814.7 5.893 2.5765
14814.8 6.1308 2.5856
14814.9 6.3921 2.5956
14815 6.6781 2.6066
14815.1 7.0176 2.6196
14815.1 7.2135 2.6271
14815.2 7.6343 2.6433
14815.3 8.053 2.6593
14815.4 8.5496 2.6784
14815.5 9.0955 2.6993
14815.6 9.7204 2.7233
14815.7 10.412 2.7498
14815.8 11.215 2.7805
14815.9 12.041 2.8122
14816 13.016 2.8496
14816.1 14.079 2.8904
14816.2 15.299 2.9371
14816.3 16.493 2.9829
14816.5 18.143 3.0462
14816.6 19.777 3.1088
14816.8 21.828 3.1875
14817 24.48 3.2892
14817.7 33.484 3.6344
14817.9 36.667 3.7564
14818.1 38.636 3.8319
14818.2 40.443 3.9012
14818.4 41.882 3.9564
14818.5 43.142 4.0047
14818.7 44.377 4.052
14818.9 45.322 4.0882
14819 45.912 4.1109
14819.2 46.17 4.1208
14819.3 46.179 4.1211
14819.4 46.113 4.1186
14819.5 45.863 4.109
14819.6 45.435 4.0926
14819.8 44.473 4.0557
14820 43.364 4.0132
14820.2 42.021 3.9617
14820.3 40.289 3.8953
14820.5 38.35 3.8209
14820.8 35.568 3.7143
14821.2 29.813 3.4936
14821.5 25.859 3.342
14821.7 23.465 3.2502
14821.9 21.436 3.1724
14822.1 19.747 3.1077
14822.2 18.305 3.0524
14822.4 17.135 3.0075
14822.5 16.258 2.9739
14822.6 15.602 2.9488
14822.7 14.989 2.9253
14822.8 14.423 2.9035
14822.9 13.917 2.8842
14823 13.475 2.8672
14823 13.141 2.8544
14823.1 12.788 2.8409
14823.2 12.518 2.8305
14823.3 12.352 2.8242
14823.4 12.257 2.8205
14823.5 12.218 2.819
14823.6 12.237 2.8198
14823.7 12.315 2.8227
14823.7 12.426 2.827
14823.8 12.653 2.8357
14823.9 12.915 2.8457
14824 13.197 2.8566
14824.1 13.632 2.8732
14824.2 14.131 2.8924
14824.3 14.756 2.9163
14824.4 15.367 2.9398
14824.5 16.109 2.9682
14824.5 16.867 2.9973
14824.6 17.555 3.0236
14824.7 18.448 3.0579
14824.8 19.582 3.1013
14824.9 21.004 3.1559
14825 22.461 3.2117
14825.1 24.255 3.2805
14825.2 26.321 3.3597
14825.4 28.555 3.4454
14825.5 31.375 3.5535
14825.7 34.715 3.6816
14825.8 37.188 3.7764
14825.9 40.444 3.9012
14826.1 45.638 4.1004
14826.3 51.15 4.3117
14826.6 58.872 4.6078
14827.3 77.913 5.3378
14827.6 85.254 5.6193
14827.8 91.182 5.8466
14828 96.073 6.0341
14828.3 100.69 6.211
14828.5 104.2 6.3455
14828.7 106.78 6.4448
14828.8 108.5 6.5105
14829 109.8 6.5603
14829.2 110.57 6.5898
14829.4 110.78 6.5979
14829.6 110.45 6.5852
14829.7 109.61 6.5531
14829.9 108.23 6.5002
14830.1 106.2 6.4224
14830.4 102.78 6.2913
14830.7 98.72 6.1356
14831.1 91.682 5.8657
14832 77.34 5.3159
14832.4 70.79 5.0647
14832.7 65.654 4.8678
14833 61.984 4.7271
14833.3 58.278 4.585
14833.6 54.796 4.4515
14833.9 51.708 4.3331
14834.3 48.748 4.2196
14834.6 46.164 4.1206
14835 43.904 4.0339
14835.3 41.922 3.9579
14835.7 40.176 3.8909
14836.1 38.358 3.8212
14836.5 36.654 3.7559
14837 35.171 3.6991
14837.4 33.869 3.6491
14837.9 32.718 3.605
14838.4 31.432 3.5557
14839 30.368 3.5149
14839.5 29.444 3.4795
14840.1 28.645 3.4488
14840.8 27.731 3.4138
14841.7 26.849 3.38
14844.7 24.262 3.2808
14846.2 23.021 3.2332
14847.4 22.161 3.2002
14848.7 21.356 3.1694
14850 20.666 3.1429
14851.9 19.836 3.1111
14854.8 18.785 3.0708
14858.9 17.327 3.0149
14860.1 16.819 2.9954
14861 16.305 2.9757
14862.3 15.528 2.9459
14862.7 15.323 2.938
14863 15.251 2.9353
14863.2 15.244 2.935
14863.5 15.3 2.9372
14863.7 15.398 2.9409
14863.8 15.555 2.947
14864 15.779 2.9555
14864.2 16.077 2.967
14864.4 16.457 2.9815
14864.6 16.923 2.9994
14864.8 17.419 3.0184
14865 18.194 3.0481
14865.2 19.096 3.0827
14865.4 19.937 3.115
14865.6 21.039 3.1572
14866 23.246 3.2418
14866.6 26.336 3.3603
14866.9 27.849 3.4183
14867.1 28.923 3.4595
14867.4 29.699 3.4893
14867.6 30.342 3.5139
14867.8 30.676 3.5267
14868 30.877 3.5344
14868.2 30.951 3.5373
14868.4 30.85 3.5334
14868.6 30.546 3.5217
14868.9 30.002 3.5009
14869.2 29.277 3.4731
14869.4 28.441 3.441
14870.1 26.237 3.3565
14870.4 25.442 3.326
14870.7 24.761 3.2999
14871 24.217 3.2791
14871.2 23.821 3.2639
14871.5 23.569 3.2542
14871.8 23.455 3.2498
14872 23.437 3.2492
14872.3 23.511 3.252
14873.4 24.036 3.2721
14873.7 24.099 3.2745
14874.1 24.023 3.2716
14874.4 23.81 3.2635
14874.8 23.4 3.2477
14875.2 22.826 3.2258
14875.6 22.06 3.1963
14876.5 20.369 3.1315
14876.9 19.632 3.1033
14877.3 19.14 3.0844
14877.7 18.677 3.0667
14878.1 18.266 3.0509
14878.6 17.935 3.0382
14879.3 17.662 3.0277
14880.3 17.395 3.0175
14882 17.103 3.0063
14884.6 16.769 2.9935
14885.6 16.694 2.9906
14885.8 16.69 2.9905
14886.5 16.721 2.9917
14887.2 16.832 2.9959
14888.1 17.093 3.0059
14889 17.408 3.018
14889.6 17.517 3.0222
14889.8 17.523 3.0224
14890.3 17.468 3.0203
14890.9 17.281 3.0131
14891.8 16.857 2.9969
14892.7 16.414 2.9799
14893.4 16.154 2.9699
14893.9 16.023 2.9649
14894.7 15.948 2.962
14895 15.944 2.9619
14896.4 16.024 2.965
14897.2 16.056 2.9662
14898 16.009 2.9644
14899.5 15.824 2.9573
14900 15.797 2.9562
14900.6 15.83 2.9575
14901.8 16.047 2.9658
14902.6 16.15 2.9698
14902.8 16.158 2.9701
14903.5 16.107 2.9681
14904.2 15.935 2.9615
14905.5 15.588 2.9482
14906.1 15.483 2.9442
14906.3 15.472 2.9438
14906.8 15.517 2.9455
14907.2 15.63 2.9498
14907.6 15.833 2.9576
14907.9 16.032 2.9652
14908.3 16.362 2.9779
14908.8 16.936 2.9999
14909.7 17.956 3.039
14910 18.33 3.0533
14910.3 18.526 3.0609
14910.7 18.644 3.0654
14910.9 18.663 3.0661
14911.2 18.594 3.0635
14911.5 18.422 3.0569
14911.9 18.136 3.0459
14912.5 17.499 3.0215
14913.4 16.585 2.9865
14913.7 16.274 2.9745
14914.2 15.914 2.9607
14914.6 15.637 2.9501
14915.2 15.39 2.9406
14915.8 15.225 2.9343
14916.6 15.073 2.9285
14918.4 14.888 2.9214
14922.2 14.611 2.9108
14923.8 14.558 2.9087
14924.1 14.557 2.9087
14925.5 14.565 2.909
14926.8 14.53 2.9076
14928.4 14.385 2.9021
14930.8 14.095 2.891
14933.7 13.868 2.8823
14939.6 13.46 2.8666
14941.8 13.314 2.8611
14943.2 13.146 2.8546
14947.6 12.414 2.8265
14948.5 12.201 2.8183
14949.9 11.767 2.8017
14950.2 11.708 2.7995
14950.5 11.688 2.7987
14950.8 11.722 2.8
14950.9 11.788 2.8025
14951.1 11.903 2.8069
14951.3 12.072 2.8134
14951.5 12.334 2.8235
14951.7 12.568 2.8324
14951.9 12.88 2.8444
14952 13.289 2.8601
14952.2 13.774 2.8787
14952.4 14.378 2.9018
14952.6 15.085 2.9289
14952.8 15.937 2.9616
14953 16.736 2.9922
14953.2 18.016 3.0413
14953.5 19.579 3.1012
14954.1 22.443 3.2111
14954.4 23.93 3.2681
14954.6 25.035 3.3104
14954.9 25.867 3.3423
14955.1 26.487 3.3661
14955.3 26.859 3.3804
14955.5 27.099 3.3896
14955.7 27.162 3.392
14955.9 27.089 3.3892
14956.1 26.814 3.3786
14956.3 26.357 3.3611
14956.6 25.613 3.3326
14956.9 24.816 3.302
14957.3 23.302 3.244
14957.8 21.468 3.1737
14958.1 20.428 3.1338
14958.4 19.482 3.0975
14958.7 18.551 3.0618
14958.9 18.013 3.0412
14959.2 17.429 3.0188
14959.5 16.87 2.9974
14959.8 16.454 2.9814
14960.1 16.118 2.9686
14960.5 15.755 2.9546
14960.9 15.453 2.943
14961.4 15.175 2.9324
14961.9 14.954 2.9239
14962.8 14.639 2.9119
14963.9 14.335 2.9002
14965.4 14.032 2.8886
14968 13.591 2.8716
14972.1 12.963 2.8476
14974.4 12.575 2.8327
14975.7 12.275 2.8212
14977.7 11.732 2.8004
14978.1 11.659 2.7976
14978.3 11.646 2.7971
14978.6 11.672 2.7981
14978.9 11.769 2.8018
14979.2 11.885 2.8062
14979.4 12.048 2.8125
14979.6 12.264 2.8208
14979.8 12.538 2.8313
14980 12.819 2.8421
14980.2 13.145 2.8546
14980.4 13.716 2.8764
14980.7 14.46 2.905
14980.9 15.038 2.9271
14981.5 16.569 2.9858
14981.9 17.724 3.0301
14982.2 18.592 3.0634
14982.5 19.213 3.0872
14982.7 19.663 3.1045
14982.9 19.917 3.1142
14983.2 20.102 3.1213
14983.4 20.157 3.1234
14983.6 20.106 3.1214
14983.9 19.929 3.1147
14984.1 19.602 3.1021
14984.4 19.128 3.0839
14984.8 18.345 3.0539
14985.9 16.136 2.9692
14986.2 15.509 2.9452
14986.5 14.883 2.9212
14986.8 14.421 2.9035
14987.2 13.9 2.8835
14987.5 13.49 2.8678
14987.9 13.138 2.8543
14988.2 12.827 2.8424
14988.7 12.437 2.8274
14989.2 12.11 2.8149
14991.1 11.055 2.7744
14992.1 10.437 2.7507
14992.7 10.061 2.7363
14993 9.927 2.7312
14993.3 9.8366 2.7277
14993.4 9.8165 2.7269
14993.6 9.8394 2.7278
14993.8 9.887 2.7296
14993.9 9.9651 2.7326
14994 10.078 2.737
14994.2 10.231 2.7428
14994.3 10.428 2.7504
14994.4 10.673 2.7598
14994.5 10.973 2.7713
14994.7 11.33 2.785
14994.8 11.64 2.7968
14994.9 11.985 2.8101
14995 12.37 2.8248
14995.1 12.794 2.8411
14995.2 13.508 2.8685
14995.4 14.318 2.8995
14995.5 14.911 2.9223
14995.6 15.853 2.9584
14995.8 16.885 2.998
14995.9 18.005 3.0409
14996 19.208 3.087
14996.2 20.753 3.1462
14996.4 22.956 3.2307
14996.7 26.174 3.3541
14997.3 31.524 3.5592
14997.5 34.025 3.6551
14997.8 36.14 3.7362
14998 37.845 3.8016
14998.2 39.162 3.8521
14998.3 39.801 3.8766
14998.5 40.475 3.9024
14998.6 41.004 3.9227
14998.8 41.318 3.9347
14999 41.418 3.9386
14999.2 41.29 3.9337
14999.4 40.834 3.9162
14999.6 40.053 3.8862
14999.9 39.008 3.8462
15000 38.245 3.8169
15000.1 37.698 3.7959
15000.5 35.311 3.7044
15001.3 29.961 3.4993
15001.6 27.912 3.4207
15001.9 26.588 3.37
15002.1 25.546 3.33
15002.3 24.275 3.2813
15002.6 23.3 3.2439
15002.8 22.421 3.2102
15003.1 21.499 3.1749
15003.3 20.693 3.144
15003.6 20.061 3.1197
15003.9 19.296 3.0904
15004.2 18.732 3.0688
15004.6 18.108 3.0449
15005 17.565 3.024
15005.5 17.079 3.0054
15006 16.621 2.9878
15006.6 16.242 2.9733
15007.4 15.828 2.9574
15008.2 15.476 2.9439
15009.4 15.088 2.9291
15010.8 14.692 2.9139
15012.6 14.291 2.8985
15017 13.445 2.8661
15021.6 12.591 2.8333
15022.7 12.426 2.827
15023.3 12.395 2.8258
15023.7 12.435 2.8273
15024 12.528 2.8309
15024.3 12.65 2.8356
15024.6 12.843 2.843
15024.8 13.059 2.8513
15025.1 13.288 2.86
15025.3 13.622 2.8729
15025.7 14.143 2.8928
15026.2 15.042 2.9273
15026.7 15.959 2.9625
15027.1 16.502 2.9833
15027.4 16.862 2.9971
15027.6 17.05 3.0043
15027.9 17.166 3.0087
15028 17.193 3.0098
15028.3 17.169 3.0089
15028.5 17.075 3.0053
15028.7 16.93 2.9997
15029 16.626 2.988
15029.4 16.096 2.9677
15030.4 14.637 2.9118
15030.9 13.99 2.887
15031.4 13.462 2.8667
15031.8 13.06 2.8513
15032.3 12.729 2.8386
15032.7 12.468 2.8286
15033.2 12.185 2.8177
15034 11.83 2.8042
15036.3 10.921 2.7693
15037.2 10.54 2.7547
15038.1 10.115 2.7384
15038.7 9.7995 2.7263
15039.3 9.4514 2.7129
15040 8.9854 2.6951
15041.2 8.1281 2.6622
15041.6 7.8779 2.6526
15041.8 7.7281 2.6469
15042 7.6583 2.6442
15042.2 7.6225 2.6428
15042.3 7.6199 2.6427
15042.5 7.6415 2.6436
15042.6 7.6962 2.6457
15042.7 7.7542 2.6479
15042.8 7.8547 2.6517
15042.9 7.9896 2.6569
15043 8.1634 2.6636
15043.2 8.3803 2.6719
15043.3 8.5744 2.6793
15043.3 8.7972 2.6879
